Price,Levy,Prod. year,Category,Leather interior,Fuel type,Engine volume,Cylinders,Gear box type,Drive wheels,Color,Airbags,Make model,Mileage (mi)
34240,639,2014,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,72971
8311,891,2016,Jeep,Yes,Petrol,2,4.0,Automatic,Front,White,0,MERCEDES-BENZ GLA 250,68074
4704,0,1986,Coupe,No,Petrol,3.8,6.0,Automatic,Rear,White,0,FORD Mustang,7456
13900,781,2012,Sedan,No,Petrol,2.5,5.0,Tiptronic,Front,Grey,8,VOLKSWAGEN Passat,45049
15200,0,2010,Sedan,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,Front,Silver,8,VOLKSWAGEN CC,109983
2038,1172,2011,Jeep,Yes,Diesel,3.5,6.0,Automatic,4x4,White,12,MERCEDES-BENZ ML 350,115912
14583,1058,2012,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Grey,12,LEXUS RX 450,159737
11290,0,2007,Sedan,No,Petrol,1.4,4.0,Manual,Front,Black,6,TOYOTA Corolla,131109
26343,777,2014,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Silver,12,TOYOTA Camry,82021
32954,639,2014,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Santa FE,121702
7000,0,1998,Hatchback,No,Petrol,1.6,4.0,Manual,Front,Green,4,OPEL Astra,168423
14113,0,2010,Microbus,No,Petrol,3,6.0,Tiptronic,Rear,Green,11,FORD Transit,114954
29793,1823,2018,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,White,12,MERCEDES-BENZ GLE 350,6068
17249,503,2012,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,White,8,TOYOTA Prius C,46603
53188,877,2017,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,Grey,4,HYUNDAI Tucson,41577
20385,779,2013,Sedan,Yes,Petrol,2.5,6.0,Tiptronic,Front,Silver,0,TOYOTA Camry,54059
19657,781,2012,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,146850
27924,880,2018,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,32933
4704,0,2004,Sedan,No,Petrol,2,4.0,Manual,Front,Silver,8,VOLKSWAGEN Golf,140181
13877,585,2013,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,White,4,CHEVROLET Cruze,78214
8467,0,2006,Sedan,No,Petrol,1,4.0,Automatic,Front,Blue,4,TOYOTA Vitz,105633
13768,862,2011,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,33206
15649,0,2009,Sedan,Yes,LPG,2.8,6.0,Tiptronic,Rear,Black,6,BMW 528,149129
8467,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,Orange,4,HYUNDAI Sonata,336692
23521,0,2013,Hatchback,Yes,Plug-in Hybrid,1.4,4.0,Variator,Front,Red,12,CHEVROLET Volt,63380
22502,447,2013,Hatchback,Yes,Petrol,1.3,4.0,Automatic,Front,White,4,HONDA FIT,66673
3763,0,2000,Sedan,No,CNG,2,4.0,Automatic,Front,Silver,5,VOLKSWAGEN Jetta,104390
23505,639,2014,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,19368
20385,1451,2011,Sedan,Yes,Petrol,4.4,8.0,Automatic,4x4,Black,0,BMW 550,53266
53314,0,2017,Sedan,Yes,Plug-in Hybrid,1.8,4.0,Variator,Front,White,8,TOYOTA Prius,19884
24600,765,2015,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Santa FE,133234
25716,697,2015,Sedan,Yes,Petrol,1.8 Turbo,4.0,Tiptronic,Front,White,6,VOLKSWAGEN Passat se,26719
7370,364,2013,Minivan,Yes,Petrol,1,4.0,Automatic,Front,Silver,4,CHEVROLET Spark,29915
21639,781,2012,Jeep,No,Petrol,2.5,4.0,Automatic,4x4,Black,12,TOYOTA RAV 4,36040
17876,0,2012,Hatchback,No,Hybrid,1.8,4.0,Variator,Front,Sky blue,6,TOYOTA Prius,100041
68148,1077,2019,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Santa FE,19466
6586,1282,2007,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,KIA Sportage,51539
9879,1018,2011,Jeep,Yes,Diesel,3,6.0,Automatic,4x4,Silver,12,MERCEDES-BENZ ML 350,171413
14000,501,2014,Hatchback,No,Petrol,1.5,4.0,Automatic,Front,Black,2,TOYOTA Ractis,21127
44043,900,2015,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,White,4,JEEP Compass,27793
14426,629,2015,Hatchback,Yes,Diesel,1.6,4.0,Automatic,Front,Grey,4,HYUNDAI Accent,22911
3700,0,2001,Sedan,Yes,Diesel,2.2,4.0,Automatic,Rear,Blue,4,MERCEDES-BENZ E 220 CDI,0
16935,0,2007,Sedan,Yes,Diesel,2.2 Turbo,4.0,Tiptronic,Rear,Beige,8,MERCEDES-BENZ E 200,207192
6899,0,1998,Coupe,Yes,Petrol,2.3 Turbo,6.0,Automatic,Rear,Silver,5,MERCEDES-BENZ CLK 230,187033
13799,0,2008,Jeep,No,Hybrid,2.4,4.0,Automatic,Front,Blue,0,SATURN Vue,62137
16766,1024,2010,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Grey,4,HYUNDAI H1,132784
48296,1055,2013,Jeep,Yes,Petrol,3.5,6.0,Tiptronic,4x4,Silver,12,LEXUS RX 350,57166
37633,0,2017,Jeep,Yes,Petrol,2,6.0,Tiptronic,Front,Grey,8,HYUNDAI Tucson Limited,81524
50178,0,2014,Sedan,Yes,Diesel,2.1 Turbo,4.0,Automatic,Rear,Black,10,MERCEDES-BENZ E 200,147886
14740,0,2004,Sedan,Yes,Petrol,3,6.0,Tiptronic,Rear,Grey,8,BMW 530,173984
13485,0,2002,Sedan,No,Petrol,3,6.0,Tiptronic,Rear,Silver,12,BMW 530 M,96313
30107,1058,2012,Jeep,Yes,Hybrid,3.5,6.0,Automatic,Front,Black,12,LEXUS RX 450,146653
36000,0,2012,Sedan,Yes,Diesel,3.0 Turbo,6.0,Tiptronic,Rear,Black,16,MERCEDES-BENZ E 350,60584
12544,645,2011,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,Blue,12,TOYOTA Prius,12427
26030,382,2017,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,Blue,0,CHEVROLET Volt,32350
13630,966,2009,Coupe,Yes,Petrol,2,4.0,Automatic,Front,Grey,4,HYUNDAI Genesis,64720
8467,0,2004,Universal,No,Petrol,2.5,4.0,Tiptronic,4x4,Silver,2,SUBARU Outback,101283
50178,0,2014,Sedan,Yes,Petrol,3.5,6.0,Automatic,4x4,Silver,12,MERCEDES-BENZ E 350,46603
13485,0,1997,Goods wagon,Yes,Diesel,2.5,4.0,Manual,Rear,Blue,2,FORD Transit,83313
19707,583,2011,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Grey,4,HYUNDAI Elantra,47511
16894,836,2010,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Black,4,HYUNDAI Sonata,121740
5959,0,2000,Coupe,Yes,Petrol,2.0 Turbo,6.0,Manual,Rear,Black,6,MERCEDES-BENZ CLK 200,0
16308,0,2010,Sedan,Yes,Hybrid,2.5,4.0,Variator,Front,Black,8,FORD Fusion,155343
23521,0,2012,Sedan,No,Petrol,2.5,4.0,Tiptronic,Front,White,0,TOYOTA Camry,63380
6272,697,2015,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Black,12,VOLKSWAGEN Jetta,39638
7213,790,2009,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Blue,4,DAEWOO Lacetti,42322
59504,891,2016,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Orange,4,HYUNDAI Tucson,20473
6272,1109,2008,Jeep,No,Petrol,0.7 Turbo,4.0,Automatic,4x4,Grey,4,MITSUBISHI Pajero Mini 2008 წლიანი,103148
20005,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,CHEVROLET Orlando,75838
26949,527,2015,Universal,Yes,Petrol,1.3,4.0,Automatic,Front,Blue,4,HONDA FIT,31645
21326,0,2008,Sedan,No,Diesel,3.0 Turbo,6.0,Tiptronic,Rear,Silver,12,MERCEDES-BENZ E 280 3.0,19884
1568,1172,2011,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Black,12,TOYOTA Highlander,212895
15681,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,176587
6272,0,1988,Universal,No,Petrol,1.2,4.0,Manual,Front,Blue,4,OPEL Astra G,117439
58172,690,2016,Coupe,Yes,Petrol,1.5,4.0,Automatic,Front,Black,4,HONDA Civic,18811
18450,1024,2010,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,78765
23207,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,89537
8781,900,2015,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Black,12,HONDA Accord,80641
5018,0,1995,Hatchback,No,Petrol,2,4.0,Manual,Front,Carnelian red,2,OPEL Vectra,186411
13172,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Orange,4,HYUNDAI Sonata,222778
27441,831,2018,Jeep,No,Petrol,1.5 Turbo,4.0,Automatic,4x4,Silver,8,MITSUBISHI Eclipse ES,10640
23521,777,2014,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Grey,8,TOYOTA Camry,73570
20698,530,2013,Sedan,Yes,Petrol,1.6 Turbo,4.0,Tiptronic,Front,Black,10,FORD Fusion 1.6,155094
55515,891,2016,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Blue,4,HYUNDAI Santa FE,54265
13366,836,2010,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Black,4,HYUNDAI Sonata,65074
1882,1053,2014,Sedan,Yes,Diesel,3.5,6.0,Automatic,Rear,Grey,12,MERCEDES-BENZ E 350,90966
61286,1079,2018,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Santa FE,42875
7213,0,2003,Hatchback,No,CNG,1.4,4.0,Manual,Front,Blue,4,MAZDA Demio evropuli,114954
11290,2377,2016,Jeep,Yes,Petrol,5.7,8.0,Automatic,Rear,Grey,12,TOYOTA Tundra,34098
38251,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,SSANGYONG REXTON,94982
10117,687,2010,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,44739
10349,0,2001,Sedan,Yes,Petrol,2.4,6.0,Automatic,Rear,Silver,6,MERCEDES-BENZ E 240,146022
16099,777,2014,Sedan,No,Petrol,2.5,4.0,Automatic,Front,Silver,12,TOYOTA Camry,64078
17876,2195,2009,Jeep,Yes,Petrol,4.8,8.0,Tiptronic,4x4,White,8,BMW X5,69594
7517,790,2009,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,DAEWOO Lacetti,86196
24148,1750,2008,Jeep,Yes,Hybrid,3.3,6.0,Variator,4x4,Black,10,LEXUS RX 400,129867
40889,784,2017,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Silver,4,HONDA Civic,908
6586,1525,1998,Sedan,No,CNG,1.8,4.0,Manual,Rear,White,4,MERCEDES-BENZ C 180,69041
19444,777,2014,Jeep,No,Petrol,2.5,4.0,Tiptronic,4x4,White,8,SUBARU Forester,144158
20385,0,2010,Goods wagon,No,Diesel,2.2,4.0,Manual,Front,White,2,FORD Transit ford,130488
8311,0,2008,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Silver,0,TOYOTA Prius,127281
53154,1017,2017,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Santa FE,65711
43905,0,2010,Coupe,Yes,Petrol,3.5,6.0,Tiptronic,Rear,Black,12,MERCEDES-BENZ E 350,24233
8154,0,2002,Universal,No,Petrol,2,4.0,Tiptronic,Front,Grey,2,MITSUBISHI Airtrek,84506
10976,0,1997,Microbus,No,Diesel,2.5,4.0,Manual,Rear,White,2,FORD Transit,0
41710,0,2019,Sedan,Yes,Petrol,1.4 Turbo,4.0,Automatic,Front,White,10,VOLKSWAGEN Jetta,4319
13799,645,2011,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,White,0,TOYOTA Prius,127000
12544,0,2013,Sedan,No,Hybrid,1.5,4.0,Variator,Front,White,0,TOYOTA Aqua,124274
10976,0,2008,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,White,8,TOYOTA Prius,228665
26657,0,2011,Pickup,No,Diesel,2.5,4.0,Manual,4x4,White,4,NISSAN Navara,149129
49237,1327,2018,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Black,12,TOYOTA Camry,13670
3136,781,2012,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,White,12,TOYOTA Camry,99033
21181,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,SSANGYONG Korando,99413
27700,0,2013,Jeep,No,Petrol,1.6 Turbo,4.0,Tiptronic,4x4,Silver,12,NISSAN Juke,54059
4391,308,2014,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,White,12,TOYOTA Prius,94401
10976,779,2013,Sedan,Yes,Petrol,2.5,5.0,Automatic,Front,Grey,12,VOLKSWAGEN Passat B7,65244
5175,1055,2013,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Grey,12,LEXUS RX 450,94006
30734,2151,2009,Jeep,Yes,Petrol,4.7,8.0,Automatic,4x4,Black,0,LEXUS GX 470,164253
36567,1091,2016,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Black,4,HYUNDAI H1,74565
4077,0,2002,Hatchback,No,Petrol,1,4.0,Manual,Front,Silver,2,VOLKSWAGEN Lupo,74569
21316,828,2020,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Orange,4,HONDA FIT,9694
4234,0,2000,Sedan,Yes,Petrol,2.8,6.0,Manual,Front,Black,2,VOLKSWAGEN Jetta,0
16621,0,2008,Sedan,Yes,Hybrid,2.4 Turbo,4.0,Automatic,Front,Beige,6,TOYOTA Camry,83885
5018,0,1998,Goods wagon,No,Petrol,1.6,4.0,Manual,Front,Blue,6,OPEL Astra,108740
44711,891,2016,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,HYUNDAI Santa FE,91026
25089,1051,2016,Sedan,No,Petrol,2.4,4.0,Tiptronic,Front,White,12,KIA Optima,40389
16621,1172,2011,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Silver,12,MERCEDES-BENZ E 350,74179
20385,0,2010,Sedan,Yes,Hybrid,2.4,4.0,Variator,Front,Golden,10,TOYOTA Camry,178955
10663,1405,2009,Jeep,Yes,Diesel,3,6.0,Automatic,4x4,Blue,12,MERCEDES-BENZ ML 350,173303
1882,442,2017,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,White,12,TOYOTA Prius,29622
12858,0,2011,Hatchback,No,Petrol,1,3.0,Variator,Front,White,10,TOYOTA Vitz,55302
7840,1272,2006,Goods wagon,No,Diesel,1.7 Turbo,4.0,Manual,Front,Blue,4,OPEL Combo,121789
18189,891,2016,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Black,4,KIA Optima,17078
18817,0,2012,Sedan,No,Hybrid,2.4,8.0,Automatic,Front,Black,12,HYUNDAI Sonata,93206
8781,0,1999,Sedan,Yes,Petrol,0.6 Turbo,6.0,Automatic,Rear,Blue,8,MERCEDES-BENZ E 320,142915
3920,781,2012,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Black,12,TOYOTA Camry,177224
45542,930,2018,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,Black,4,HYUNDAI Tucson,19925
10349,0,2004,Jeep,No,Petrol,2,4.0,Automatic,4x4,Black,8,NISSAN X-Trail,96934
26657,642,2012,Sedan,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,Rear,Black,10,BMW 328,89477
15994,585,2013,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Silver,7,TOYOTA Prius,47540
7840,1031,2013,Hatchback,No,Petrol,1.2,3.0,Variator,Front,White,6,NISSAN Note,78914
19707,629,2015,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,86228
17249,585,2013,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Black,12,TOYOTA Prius,0
47217,765,2015,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,HYUNDAI Santa FE,67218
27889,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Santa FE,94196
5018,0,2005,Sedan,Yes,Petrol,1.8 Turbo,4.0,Automatic,Front,Silver,10,VOLKSWAGEN Passat,111698
7056,1286,2007,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,CHEVROLET Captiva,38174
36231,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Santa FE,42476
40092,639,2014,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Red,4,HYUNDAI Tucson,42704
3920,697,2015,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,White,12,TOYOTA Corolla,85025
12143,642,2012,Sedan,Yes,LPG,2,4.0,Automatic,Front,White,4,HYUNDAI Sonata,147129
10976,0,2002,Jeep,Yes,Petrol,2,4.0,Automatic,4x4,Sky blue,4,HONDA Cr-v,122410
43548,584,2014,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,White,4,HONDA Civic,43957
10976,0,2001,Sedan,No,Diesel,2.2 Turbo,4.0,Automatic,Rear,Silver,12,MERCEDES-BENZ E 220,6214
16264,609,2016,Hatchback,Yes,Petrol,1.3,4.0,Automatic,Front,Silver,4,HONDA FIT,35667
7213,1058,2012,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Grey,12,MERCEDES-BENZ ML 350,120091
23521,0,2011,Sedan,Yes,Petrol,3.7,6.0,Tiptronic,Rear,White,12,INFINITI M37,38525
10976,0,2008,Hatchback,No,Petrol,1.6,4.0,Automatic,Front,White,2,TOYOTA Prius,96313
36968,777,2014,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,86933
3500,1368,1996,Hatchback,No,Petrol,1.6,4.0,Manual,Front,Green,2,VOLKSWAGEN Golf,170877
2666,521,2011,Hatchback,Yes,Hybrid,1.4,4.0,Automatic,Front,Black,0,CHEVROLET Volt,179438
34497,900,2015,Jeep,Yes,Petrol,2.4,4.0,Automatic,4x4,White,10,KIA Sportage,37359
30583,777,2014,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Black,4,HYUNDAI H1,74757
26030,753,2012,Jeep,Yes,Petrol,2.4,4.0,Tiptronic,Front,Red,12,HYUNDAI Tucson,60894
11604,707,2011,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Black,4,KIA Optima,38139
27911,1197,2012,Sedan,Yes,Petrol,4,6.0,Automatic,4x4,White,12,TOYOTA Tacoma,227304
96749,1076,2020,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Santa FE,4120
31581,915,2014,Minivan,Yes,Diesel,3,4.0,Automatic,Front,Silver,4,HYUNDAI H1,70925
48873,765,2015,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,SSANGYONG REXTON,57707
12544,0,2008,Hatchback,No,Hybrid,1.5,4.0,Variator,Front,White,0,TOYOTA Prius,69041
29793,1888,2007,Jeep,Yes,Diesel,3.0 Turbo,6.0,Automatic,4x4,Black,12,BMW X5,11806
40340,1249,2017,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,106683
25004,836,2010,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Tucson,60358
44943,891,2016,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Grey,4,HONDA Civic,14863
17249,0,2009,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,White,4,TOYOTA Prius,690412
23270,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,46277
7840,0,2008,Jeep,No,Petrol,1.6,4.0,Manual,Rear,White,0,VAZ 2121 (Niva),70215
44611,690,2016,Sedan,Yes,Petrol,1.5,4.0,Automatic,Front,Black,4,HONDA Civic,44780
11917,0,2007,Sedan,Yes,Petrol,1.6,8.0,Tiptronic,Front,Black,8,TOYOTA Prius,146146
22947,836,2010,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,96499
9500,0,2005,Sedan,Yes,Petrol,2.5,5.0,Tiptronic,Front,Silver,6,VOLKSWAGEN Jetta,60273
7840,364,2012,Sedan,Yes,Petrol,1,4.0,Automatic,Front,Black,4,CHEVROLET Spark,20124
1882,749,2014,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,White,12,HYUNDAI Sonata,103153
23521,769,2011,Microbus,No,Diesel,2.2 Turbo,4.0,Manual,Front,White,2,FORD Transit,75807
14586,501,2014,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,White,4,TOYOTA Aqua,72297
30734,1578,2015,Coupe,Yes,Petrol,4.4,8.0,Automatic,Rear,White,12,BMW 650,57298
8154,1282,2007,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,KIA Carens,32311
17562,780,2019,Hatchback,No,Petrol,1.4,4.0,Automatic,Front,Black,8,CHEVROLET Cruze,8
14113,642,2012,Sedan,Yes,Hybrid,2.0 Turbo,5.0,Automatic,Front,Sky blue,6,FORD C-MAX,86992
10976,0,2005,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,White,0,TOYOTA Prius,26843
34497,0,2013,Jeep,Yes,Petrol,2,8.0,Tiptronic,Front,White,9,BMW X1,0
38260,779,2013,Jeep,No,Petrol,2.5,4.0,Tiptronic,4x4,Silver,8,TOYOTA RAV 4,109361
11604,834,2009,Minivan,No,Diesel,1.7 Turbo,4.0,Manual,Front,Black,10,OPEL Zafira,154100
15530,501,2014,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Silver,4,TOYOTA Aqua,61844
15681,1017,2017,Sedan,Yes,LPG,2,4.0,Automatic,Front,White,4,HYUNDAI Sonata,38063
9408,640,2013,Coupe,Yes,Petrol,2.0 Turbo,6.0,Automatic,Rear,Black,8,AUDI A5,54059
3136,924,2017,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Silver,12,TOYOTA Corolla,38339
8781,0,2008,Goods wagon,No,Diesel,1.8,4.0,Manual,Front,White,2,FORD Tourneo Connect,99419
15053,0,2012,Sedan,No,Petrol,1.4 Turbo,4.0,Tiptronic,Front,Black,9,DODGE Dart,88235
18817,0,2011,Sedan,Yes,Petrol,2.0 Turbo,4.0,Manual,4x4,Black,8,AUDI A4,90023
20592,1099,2010,Jeep,Yes,Diesel,2.7,4.0,Automatic,Front,Black,4,SSANGYONG REXTON,140088
13485,878,2009,Sedan,No,Hybrid,1.8,4.0,Tiptronic,4x4,Grey,12,TOYOTA Prius,196850
34497,0,2013,Minivan,Yes,CNG,3.5,6.0,Automatic,Front,White,12,NISSAN Quest,27962
48196,1079,2018,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Grey,4,HYUNDAI Elantra,10670
8467,0,2006,Hatchback,Yes,Petrol,1.6,4.0,Tiptronic,Front,Silver,0,PEUGEOT 206,58214
8781,531,2012,Jeep,Yes,Petrol,1.6,4.0,Automatic,4x4,Black,0,NISSAN Juke,104021
47042,0,2010,Jeep,Yes,Diesel,3.5 Turbo,6.0,Tiptronic,4x4,Black,16,BMW X5,93206
40769,0,2017,Sedan,No,Petrol,1.6,4.0,Automatic,Front,White,12,TOYOTA Corolla,11620
36721,784,2017,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,White,4,HONDA FIT,18908
18503,585,2013,Hatchback,Yes,Petrol,1.8,4.0,Tiptronic,Rear,White,6,HYUNDAI Elantra Gt,73570
9722,2410,2010,Coupe,Yes,Petrol,6.2,8.0,Automatic,Rear,Orange,12,CHEVROLET Camaro,69142
25089,0,2012,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Black,10,TOYOTA Camry,86371
9408,0,2005,Sedan,No,Petrol,2,4.0,Tiptronic,4x4,Black,4,SUBARU Legacy,129245
12544,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,Orange,4,HYUNDAI Sonata,331546
6000,0,2008,Sedan,Yes,Petrol,2,6.0,Automatic,Front,Black,6,SAAB 09-Mar,621
15367,0,2009,Sedan,No,Hybrid,1.5,4.0,Variator,Front,Blue,8,TOYOTA Prius,137199
21953,781,2012,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Black,8,TOYOTA Camry,91963
10192,1205,2015,Jeep,Yes,Petrol,3.3,6.0,Automatic,Front,White,12,HYUNDAI Santa FE,60462
42965,1946,2017,Jeep,Yes,Petrol,4,8.0,Automatic,4x4,White,12,MERCEDES-BENZ G 550,34008
10976,0,2002,Jeep,Yes,Petrol,3.7,6.0,Automatic,4x4,Blue,4,JEEP Liberty,93206
54458,891,2016,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Blue,4,HYUNDAI Santa FE,56375
15323,836,2010,Coupe,Yes,Petrol,2,4.0,Automatic,Front,Grey,4,HYUNDAI Genesis,82026
7997,0,2005,Hatchback,No,Petrol,1.5,4.0,Variator,Front,Silver,2,NISSAN Note,100041
22580,0,2009,Sedan,No,Hybrid,2.4,4.0,Automatic,Front,Silver,6,TOYOTA Camry,198839
26971,585,2013,Coupe,Yes,Petrol,1.8,4.0,Automatic,Front,Grey,12,MERCEDES-BENZ C 250,52892
5488,1282,2007,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,CHEVROLET Captiva,34042
2195,749,2014,Jeep,Yes,Petrol,2.4,4.0,Automatic,4x4,Carnelian red,12,HONDA Cr-v,0
23602,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,44750
39829,0,2009,Jeep,Yes,Petrol,3.5 Turbo,16.0,Tiptronic,4x4,Grey,16,BMW X6,94448
30750,770,2016,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,White,4,HYUNDAI Tucson,98337
19707,531,2012,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,60273
26657,0,2009,Sedan,Yes,Petrol,4,8.0,Tiptronic,4x4,Black,6,MASERATI Quattroporte,0
12544,530,2013,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,KIA Cerato,72479
6743,397,2016,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,White,0,LEXUS CT 200h,44679
31082,777,2014,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Grey,4,HYUNDAI H1,106236
17876,0,2013,Coupe,Yes,Petrol,1.4 Turbo,4.0,Manual,Front,White,8,FIAT 500 Abarth,31069
49293,1017,2017,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Santa FE,97485
5959,0,1999,Jeep,No,CNG,3.2,6.0,Automatic,4x4,Green,2,HONDA Passport,186411
24775,1750,2008,Jeep,Yes,Hybrid,3.3,6.0,Automatic,4x4,Silver,12,LEXUS RX 400 RESTAILING,146146
14426,765,2015,Hatchback,No,Petrol,2,6.0,Automatic,Front,White,6,HYUNDAI Elantra GT,40741
30596,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,SSANGYONG REXTON,80778
